feature,label
-0.20446487938018781,5.9743564931328565
0.11278162379473677,6.004303643455739
0.10533385638920337,6.003506107341638
0.15568774492102164,6.011320993446785
0.05992502156089868,6.000645573733062
0.04558014759726048,6.000284085087093
-0.16202595470276465,5.987239284620797
0.07651219278077072,6.0013437336741715
0.08464545060664269,6.001819416456524
0.1287987868584068,6.006409978489649
0.05099564962675103,6.000397851170799
-0.05384672205035214,5.999531619219167
0.034673391373224526,6.000125057637425
-0.11610257532071533,5.9953048787304715
-0.2140996051639478,5.970557895226032
0.027024255781718628,6.000059208285194
0.08225889604821349,6.00166982087136
0.04521480506786169,6.000277308539289
-0.08440132157711694,5.998196280520047
0.011632720227803676,6.000004722425381
0.07350923420150134,6.001191645150595
-0.17462973303504856,5.984023714055743
-0.09781078657736209,5.997192747294605
-0.07098310357629299,5.998927033391434
0.015708690030093925,6.000011628967722
0.06276507522882843,6.000741780505884
0.14342424350572877,6.008850931065652
0.0408689138534149,6.000204786131671
0.03505904144604891,6.0001292770306165
-0.08535248116517616,5.998134609734981
0.05349558787880463,6.000459277477028
-0.0402825659186607,5.999803902239429
0.052464450823511345,6.000433228130225
-0.0931700809748958,5.997573665499724
0.03853127321956598,6.000171617406541
-0.017916726436165948,5.999982745704058
0.25129918579798666,6.047609596328401
0.08720082554567382,6.00198922104039
-0.1563624768365917,5.988531176259667
-0.03317626202912862,5.999890452212138
-0.14693511455897587,5.990483044416286
0.025419445060866935,6.000049274185037
-0.08610032876236215,5.998085145922256
0.03969809242082446,6.000187685261652
0.08768992238459405,6.002022880890394
0.11577141717779421,6.00465506021918
-0.05947061271381485,5.999369001257671
-0.03512124770876109,5.999870033607847
0.22506008140101255,6.034199256898781
0.10060377454683778,6.003054668458855
0.05496135196717558,6.0004980735465
-0.16346264699047686,5.986896816091949
-0.06422682214861945,5.999205176759091
-0.01822191997743707,5.999981848870305
0.055694272487862066,6.000518266169502
-0.20700547936565858,5.973388657876014
0.14967912610386142,6.010060161932998
-0.11287621398501163,5.995685519034851
-0.05716246944895545,5.999439656676664
-0.10256650509307529,5.99676303557176
-0.052315934429557814,5.999570440611902
-0.13894741658292187,5.991952283219214
0.04384158919781003,6.000252801775474
0.023644508115551768,6.000039656292183
0.160363576955662,6.012371958625778
-0.06803048038795337,5.999055434959509
0.08922891813360799,6.002131268356028
0.11155905599289095,6.004165198915244
-0.16554305509508055,5.986390124505251
0.087269637483397,6.001993933961342
-0.014996426280897172,5.999989882235057
0.0706784732240448,6.001059211611464
0.047651421846257896,6.0003246002472475
0.13016478943619575,6.006616096258673
0.025629015950148267,6.000050502985091
-0.010874595151395133,5.9999961420148855
0.10582036577669014,6.003554913435518
0.16781134461878064,6.014177028307911
-0.07535517933667636,5.998716308758817
0.07388659931476628,6.001210091720824
-0.2137675379648808,5.970694676441589
0.04674727223823003,6.0003064714885115
0.09546246446134911,6.002609871834338
-0.03427982929957648,5.999879152629074
0.06381054456248025,6.000779468568927
0.04444691520793731,6.000263418412723
-0.0662527101351028,5.999127566769174
0.04380017446984444,6.000252086028401
